alpha,n,true_cbs_abs_loss_to_gt_mean,true_cbs_abs_loss_to_gt_std,true_cbs_mse_loss_to_gt_mean,true_cbs_mse_loss_to_gt_std,forward_rrmse_neural_vs_true_cbs_mean,forward_rrmse_neural_vs_true_cbs_std,forward_mae_neural_vs_true_cbs_mean,forward_mae_neural_vs_true_cbs_std,grad_cos_raw_mean,grad_cos_raw_std,grad_cos_smooth_mean,grad_cos_smooth_std,grad_rms_ratio_nn_over_cbs_raw_mean,grad_rms_ratio_nn_over_cbs_raw_std,grad_rms_ratio_nn_over_cbs_smooth_mean,grad_rms_ratio_nn_over_cbs_smooth_std,nn_descent_success_rate_l2,cbs_descent_success_rate_l2,nn_best_true_cbs_l2_rel_reduction_mean,cbs_best_true_cbs_l2_rel_reduction_mean
0.0,3,0.006587334520493944,0.0021200774163866597,0.00012232651594482982,8.133235330404559e-05,0.12977050493160883,0.03257739340709234,0.009586979324618975,0.0025258318569776933,-0.008849810596494038,0.024173631150836036,-0.00879968547197235,0.026356822557200066,6.045174651510008e-11,2.580871568829679e-11,6.575508814657986e-11,2.6920618479142102e-11,0.3333333333333333,1.0,0.0002198166799311194,0.29185144840817556
0.25,3,0.005150015388304989,0.0017409724052832548,7.553297048919679e-05,5.3325235383687485e-05,0.1292982945839564,0.03256455463205722,0.009545543231070042,0.0025079581815411482,-0.016831224345598726,0.02504447197942109,-0.017738475262412286,0.027135031174298815,8.399121801935348e-11,3.6255099693694064e-11,9.086730276341278e-11,3.8277579075454854e-11,0.3333333333333333,1.0,0.00032777476033332264,0.3404300422013539
0.5,3,0.0035894420774032674,0.0012411551294420628,3.611600853522153e-05,2.6364210514684075e-05,0.13099180658658346,0.03264799338716008,0.009667068564643463,0.0025082484852251,-0.02306626075971305,0.035177640408305094,-0.0244527621574492,0.03805271884085273,1.3642316959841877e-10,6.204155848202033e-11,1.4745606766280818e-10,6.626748234596762e-11,0.3333333333333333,1.0,0.000316765373815507,0.379225457108487
0.75,3,0.001962339815994104,0.0006565426073242569,9.827487474467489e-06,7.108310649141495e-06,0.13433354099591574,0.03284939274480916,0.009913870754341284,0.002519938675430567,-0.03399903411496863,0.04721018580308754,-0.036484715595578115,0.051350231259636114,3.112463968853341e-10,1.5622566906828235e-10,3.3973995327351417e-10,1.6997552900952042e-10,0.0,1.0,0.0,0.37413701764378215
1.0,3,0.0005561348613506804,0.0001154962010803718,4.90032325236219e-07,2.2686572044591947e-07,0.1387184038758278,0.032804777934808446,0.010228177066892385,0.0025125877809438115,-0.029039280322504885,0.033212910525429386,-0.04297068032364997,0.04475332386059471,2.5509783948917984e-09,1.5015624226891604e-09,3.680367228300503e-09,2.2225887085722645e-09,0.0,1.0,0.0,0.20828313341582114
