sample,init_iter,final_iter,init_image_mse_256,final_image_mse_256,init_image_mae_256,final_image_mae_256,init_image_rmse_256,final_image_rmse_256,init_image_mse_480,final_image_mse_480,init_image_mae_480,final_image_mae_480,init_image_rmse_480,final_image_rmse_480,init_dobs_abs_loss,final_dobs_abs_loss,init_dobs_rel_l1,final_dobs_rel_l1,init_dobs_rel_l2,final_dobs_rel_l2,init_image_psnr_256,final_image_psnr_256,init_image_ssim_256,final_image_ssim_256,init_image_psnr_480,final_image_psnr_480,init_image_ssim_480,final_image_ssim_480,image_mse_256_improve_ratio,image_mse_256_improved,image_mae_256_improve_ratio,image_mae_256_improved,image_rmse_256_improve_ratio,image_rmse_256_improved,image_mse_480_improve_ratio,image_mse_480_improved,image_mae_480_improve_ratio,image_mae_480_improved,image_rmse_480_improve_ratio,image_rmse_480_improved,dobs_abs_loss_improve_ratio,dobs_abs_loss_improved,dobs_rel_l1_improve_ratio,dobs_rel_l1_improved,dobs_rel_l2_improve_ratio,dobs_rel_l2_improved,image_psnr_256_delta,image_psnr_256_improved,image_ssim_256_delta,image_ssim_256_improved,image_psnr_480_delta,image_psnr_480_improved,image_ssim_480_delta,image_ssim_480_improved,init_mse_256,final_mse_256,mse256_improve_ratio,init_mse_480,final_mse_480,mse480_improve_ratio,dobs_loss_improve_ratio,best_mse_256,best_mse_256_iter,best_dobs_abs_loss,best_dobs_iter,runtime_seconds,initial_forward_evals,adjoint_step_forward_evals,candidate_selection_forward_evals,post_update_eval_forward_evals,total_forward_like_evals_excluding_adjoint_solve
test_17,0,8,56.83616638183594,32.19468307495117,2.2763001918792725,2.4872210025787354,7.538976481050723,5.67403587184212,53.071956634521484,29.12139892578125,2.200892686843872,2.4066500663757324,7.285050214962247,5.396424642833554,0.006733576767146587,0.0027382473926991224,0.14976690709590912,0.06090357154607773,0.10182599723339081,0.036188021302223206,28.688829451742116,31.157235678651432,0.906353235244751,0.9119585752487183,28.986426228011098,31.592954884500898,0.9365947246551514,0.9390141367912292,0.4335528744380517,True,-0.09265948816936917,False,0.2473731830701287,True,0.45128461861081576,True,-0.0934881472239464,False,0.25924674729757113,True,0.5933442970974216,True,0.5933442659153728,True,0.6446092129112875,True,2.468406226909316,True,0.005605340003967285,True,2.6065286564898003,True,0.002419412136077881,True,56.83616638183594,32.19468307495117,0.4335528744380517,53.071956634521484,29.12139892578125,0.45128461861081576,0.5933442970974216,32.19468307495117,8,0.0027382473926991224,8,57.16280989799998,1,8,32,0,41
test_18,0,8,78.16587829589844,44.359066009521484,2.743096351623535,2.8738059997558594,8.841146888039948,6.660260205841922,73.26013946533203,40.61878967285156,2.666306495666504,2.7942392826080322,8.559213717703983,6.373287195227559,0.007019643671810627,0.0034352014772593975,0.15523388981819153,0.07596677541732788,0.10955746471881866,0.04768139123916626,27.304905099950062,29.765253287097067,0.8893020153045654,0.889316976070404,27.586399810157634,30.147807436196054,0.9216295480728149,0.9222804307937622,0.4325008945514587,True,-0.047650403550321685,False,0.24667463506889814,True,0.4455540220193886,True,-0.04798127565207039,False,0.2553887067867895,True,0.5106302202254147,True,0.5106302141445397,True,0.564781903614635,True,2.460348187147005,True,1.4960765838623047e-05,True,2.56140762603842,True,0.0006508827209472656,True,78.16587829589844,44.359066009521484,0.4325008945514587,73.26013946533203,40.61878967285156,0.4455540220193886,0.5106302202254147,44.359066009521484,8,0.0034352014772593975,8,57.16104851499949,1,8,32,0,41
test_19,0,8,248.56776428222656,183.52293395996094,5.400919437408447,5.835399150848389,15.766031976443108,13.547063665605213,228.9697265625,169.30320739746094,5.224904537200928,5.662936210632324,15.131745654831104,13.011656596969539,0.010895811021327972,0.006941910833120346,0.2492670863866806,0.15881240367889404,0.15336553752422333,0.09168978035449982,22.28062915996138,23.598173784830657,0.8359789848327637,0.8190011382102966,22.637296566099444,23.94842536348563,0.8681811094284058,0.856391966342926,0.2616784622498867,True,-0.08044550904250106,False,0.14074361349471037,True,0.2605869346171059,True,-0.08383534480152892,False,0.1401086897852096,True,0.3628825958990289,True,0.3628825771530222,True,0.4021487367041633,True,1.317544624869278,True,-0.01697784662246704,False,1.3111287973861856,True,-0.011789143085479736,False,248.56776428222656,183.52293395996094,0.2616784622498867,228.9697265625,169.30320739746094,0.2605869346171059,0.3628825958990289,183.52293395996094,8,0.006941910833120346,8,69.77837707899926,1,8,32,0,41
test_20,0,8,211.6850128173828,138.58323669433594,4.792914867401123,5.392646789550781,14.549399053479247,11.772138153043224,195.06753540039062,125.81230926513672,4.638309478759766,5.218548774719238,13.966657989669205,11.216608634749486,0.010945083573460579,0.005333388224244118,0.24943707883358002,0.12154724448919296,0.15838007628917694,0.06880658119916916,22.978176108144204,24.81797021788427,0.8468444347381592,0.819694995880127,23.333227252421025,25.237845882804592,0.878886878490448,0.857844889163971,0.34533279021557484,True,-0.12512884929974305,False,0.19088492179143962,True,0.3550320456610171,True,-0.12509714985954265,False,0.19690103079445823,True,0.512713796202605,True,0.5127138071930363,True,0.565560373426612,True,1.8397941097400654,True,-0.027149438858032227,False,1.9046186303835668,True,-0.02104198932647705,False,211.6850128173828,138.58323669433594,0.34533279021557484,195.06753540039062,125.81230926513672,0.3550320456610171,0.512713796202605,138.58323669433594,8,0.005333388224244118,8,57.230032924000625,1,8,32,0,41
test_21,0,8,241.3158416748047,181.8376007080078,4.786718368530273,5.444775104522705,15.534343940920218,13.484717301745995,224.16415405273438,167.93255615234375,4.644670009613037,5.284701824188232,14.972112544752473,12.958879432742005,0.010140614584088326,0.006535726133733988,0.228606179356575,0.14733894169330597,0.15674766898155212,0.0916549488902092,22.409218891122855,23.638240297407616,0.8524606227874756,0.8306959867477417,22.729415560547842,23.983728235511506,0.8823881149291992,0.8690003156661987,0.24647466388447484,True,-0.1374755490773412,False,0.1319416286242389,True,0.2508500885791131,True,-0.13779920064297113,False,0.13446553423858312,True,0.35549013524833994,True,0.35549011794713853,True,0.4152707374461085,True,1.2290214062847618,True,-0.021764636039733887,False,1.2543126749636642,True,-0.013387799263000488,False,241.3158416748047,181.8376007080078,0.24647466388447484,224.16415405273438,167.93255615234375,0.2508500885791131,0.35549013524833994,181.8376007080078,8,0.006535726133733988,8,57.1651792929988,1,8,32,0,41
test_22,0,8,290.69500732421875,210.7747344970703,5.469248294830322,6.093092441558838,17.049780272021653,14.518083017295028,273.7615966796875,197.8798065185547,5.336441516876221,5.955562114715576,16.545742554496837,14.066975741734778,0.011911027133464813,0.007503679022192955,0.26941412687301636,0.16972483694553375,0.17794688045978546,0.10434310883283615,21.60070149268366,22.99689171197773,0.8371272087097168,0.8049829006195068,21.861351969397774,23.271062450603853,0.8727491497993469,0.8518776297569275,0.2749282609384868,True,-0.1140639651189498,False,0.1484885561182827,True,0.27718201194566155,True,-0.11601749890471066,False,0.14981296878019082,True,0.37002250616314203,True,0.3700225043288075,True,0.4136277715931611,True,1.3961902192940734,True,-0.03214430809020996,False,1.40971048120608,True,-0.020871520042419434,False,290.69500732421875,210.7747344970703,0.2749282609384868,273.7615966796875,197.8798065185547,0.27718201194566155,0.37002250616314203,210.7747344970703,8,0.007503679022192955,8,71.21405703100027,1,8,32,0,41
test_23,0,8,208.62615966796875,158.86744689941406,4.101831912994385,4.827387809753418,14.443896969584378,12.604263044677149,193.7849884033203,146.56927490234375,3.9715638160705566,4.689135551452637,13.920667670888502,12.106579818526113,0.009114069864153862,0.005551236681640148,0.20393991470336914,0.12421659380197525,0.14568975567817688,0.08155561983585358,23.041389583511084,24.224728059003937,0.8775506019592285,0.8531845808029175,23.36187590811166,24.574647827674127,0.9012466073036194,0.8872497081756592,0.23850658444629422,True,-0.17688581886067392,False,0.1273640990918836,True,0.24365000555516367,True,-0.18067737763102618,False,0.13031615259057994,True,0.39091571989541324,True,0.39091573131704327,True,0.44021033286343725,True,1.183338475492853,True,-0.024366021156311035,False,1.212771919562467,True,-0.013996899127960205,False,208.62615966796875,158.86744689941406,0.23850658444629422,193.7849884033203,146.56927490234375,0.24365000555516367,0.39091571989541324,158.86744689941406,8,0.005551236681640148,8,57.16456833600023,1,8,32,0,41
test_24,0,8,138.22891235351562,91.34992980957031,4.018396854400635,4.267381191253662,11.757079244162457,9.557715721320148,128.53614807128906,84.13148498535156,3.8915441036224365,4.145829200744629,11.33737835971302,9.172321679125279,0.008058106526732445,0.00455209705978632,0.1799933761358261,0.10167987644672394,0.12081760168075562,0.06323061138391495,24.829088312996316,26.627995041211243,0.852971076965332,0.8508270978927612,25.14482441135304,26.985491674969534,0.8889433741569519,0.8880172371864319,0.3391402113043732,True,-0.0619611118250546,False,0.18706716839848925,True,0.34546439855432204,True,-0.06534298220735214,False,0.19096625444564888,True,0.4350909801055606,True,0.4350910092911995,True,0.4766440443713653,True,1.7989067282149271,True,-0.0021439790725708008,False,1.8406672636164956,True,-0.0009261369705200195,False,138.22891235351562,91.34992980957031,0.3391402113043732,128.53614807128906,84.13148498535156,0.34546439855432204,0.4350909801055606,91.34992980957031,8,0.00455209705978632,8,57.17340533500101,1,8,32,0,41
test_25,0,8,101.92028045654297,72.47471618652344,3.4193711280822754,3.6076228618621826,10.095557461405633,8.513208336844778,93.65359497070312,65.98993682861328,3.2937819957733154,3.4770212173461914,9.67747875072341,8.123419035640921,0.006365569308400154,0.004037169273942709,0.14213339984416962,0.09014379978179932,0.09536168724298477,0.05667911469936371,26.1524711205978,27.633211987932434,0.8748854398727417,0.8786872625350952,26.519832693273948,28.040300094941625,0.9042643904685974,0.9074491262435913,0.28890780262888227,True,-0.05505449005923833,False,0.15673717183126043,True,0.2953827682828763,True,-0.05563186082380639,False,0.16058518495493038,True,0.3657803287160904,True,0.3657803170753968,True,0.40564060537908614,True,1.4807408673346352,True,0.0038018226623535156,True,1.520467401667677,True,0.0031847357749938965,True,101.92028045654297,72.47471618652344,0.28890780262888227,93.65359497070312,65.98993682861328,0.2953827682828763,0.3657803287160904,72.47471618652344,8,0.004037169273942709,8,57.19039684800009,1,8,32,0,41
test_26,0,8,113.97692108154297,79.81488037109375,3.462193727493286,3.7684788703918457,10.675997427947562,8.933917414611226,104.08544921875,72.5284194946289,3.3368961811065674,3.642308235168457,10.202227659621697,8.516361869638285,0.007011869922280312,0.00397094152867794,0.15612049400806427,0.08841369301080704,0.10676487535238266,0.054842498153448105,25.666908011402754,27.214238550640474,0.8744701147079468,0.8718194961547852,26.061177012051356,27.629995084887273,0.9021017551422119,0.9011818170547485,0.2997277026461193,True,-0.08846562815542651,False,0.16317726049425285,True,0.30318387402834107,True,-0.09152578848303236,False,0.16524487065266677,True,0.4336829443321669,True,0.433682979464094,True,0.4863245241197154,True,1.54733053923772,True,-0.002650618553161621,False,1.5688180728359171,True,-0.0009199380874633789,False,113.97692108154297,79.81488037109375,0.2997277026461193,104.08544921875,72.5284194946289,0.30318387402834107,0.4336829443321669,79.81488037109375,8,0.00397094152867794,8,57.20412163899891,1,8,32,0,41
