base_sample,alpha,epsilon_mps,num_directions,nn_kappa_fd_over_ip,nn_directional_cosine,nn_rel_residual_after_scale,nn_sign_agreement,cbs_kappa_fd_over_ip,cbs_directional_cosine,cbs_rel_residual_after_scale,cbs_sign_agreement
test_1,0.0,0.1,5,1.001274608125177,0.999981104914558,0.006147342015823645,1.0,2.4398483831061874e-11,0.9999985403287588,0.001708607723144463,1.0
test_1,0.0,0.25,5,0.9995289036153968,0.9999856505703559,0.0053571124107839535,1.0,2.4394267592245557e-11,0.9999987907991241,0.0015551206671595725,1.0
test_1,0.0,0.5,5,0.9906630786613566,0.9999592423950832,0.009028485401850537,1.0,2.4384920209278043e-11,0.9999989251762709,0.0014661672153062238,1.0
test_1,0.5,0.1,5,0.9996579467729749,0.9999967999340841,0.002529846159604499,1.0,2.443020578012891e-11,0.999999369830875,0.0011226476976007947,1.0
test_1,0.5,0.25,5,0.9986537933288244,0.9999975308761586,0.0022222154679743065,1.0,2.4429464189822035e-11,0.999999312311234,0.001172764707613453,1.0
test_1,0.5,0.5,5,0.9967150124611807,0.9999933115100833,0.0036574492610876377,1.0,2.4426385575594e-11,0.9999991686188593,0.001289481132119507,1.0
test_1,0.75,0.1,5,1.0013921598773485,0.999993382801257,0.0036379051249752392,1.0,2.4346432974197808e-11,0.999942018794769,0.010768428327389145,1.0
test_1,0.75,0.25,5,1.003743501641203,0.9999857544771814,0.005337681397587105,1.0,2.434324454856451e-11,0.9999401770352915,0.010938114582962203,1.0
test_1,0.75,0.5,5,1.0130021660178554,0.9997656286738696,0.02164919680593931,1.0,2.4334098940335365e-11,0.9999343249324214,0.011460620486795456,1.0
